pqb,prb,pwr,pte,pol,pp,pk,pdl,plb,pdb,Speed,Height,Weight,Injury,Stamina,Short Route,Medium Route,Deep Route,Power Run,Speed Run,Short Pass,Medium Pass,Deep Pass,Run Block,Pass Block,Run Rush,Pass Rush,Tackle,Man Coverage,Zone Coverage,Kick Power,Kick Accuracy,Salary
0,0,0,0,1,0,0,0,0,0,0.3,0.733333333,0.704545455,0.285714286,0.611111111,0.204545455,0.166666667,0.168539326,0.154761905,0.113924051,0.010638298,0.010752688,0.02247191,0.703296703,0.727272727,0.494117647,0.465909091,0.5,0.076086957,0.088888889,0.195652174,0.204301075,0.218672704
0,0,0,0,1,0,0,0,0,0,0.46,0.733333333,0.690909091,0.785714286,0.555555556,0.068181818,0.088888889,0.056179775,0.107142857,0.075949367,0.010638298,0.010752688,0.02247191,0.714285714,0.636363636,0.235294118,0.272727273,0.195121951,0.065217391,0.044444444,0.065217391,0.064516129,0.486668103
0,0,0,0,0,0,0,1,0,0,0.6,0.6,0.427272727,0.75,0.25,0.136363636,0.1,0.08988764,0.154761905,0.265822785,0.010638298,0.010752688,0.02247191,0.417582418,0.409090909,0.670588235,0.681818182,0.743902439,0.163043478,0.277777778,0.097826087,0.053763441,0.207381896
0,0,1,0,0,0,0,0,0,0,0.82,0.2,0.063636364,0.5,0.5,0.704545455,0.711111111,0.707865169,0.654761905,0.759493671,0.35106383,0.290322581,0.258426966,0.373626374,0.159090909,0.2,0.215909091,0.195121951,0.086956522,0.111111111,0.152173913,0.129032258,0.37261704
0,0,0,0,0,0,0,0,0,1,0.9,0.333333333,0.136363636,0.642857143,0.805555556,0.477272727,0.466666667,0.438202247,0.428571429,0.620253165,0.106382979,0.053763441,0.04494382,0.307692308,0.295454545,0.494117647,0.579545455,0.597560976,0.902173913,0.888888889,0.119565217,0.075268817,0.859904799
0,0,0,0,0,0,0,0,0,1,0.8,0.533333333,0.159090909,0.714285714,0.666666667,0.409090909,0.4,0.382022472,0.404761905,0.569620253,0.010638298,0.010752688,0.02247191,0.307692308,0.295454545,0.552941176,0.647727273,0.646341463,0.673913043,0.733333333,0.076086957,0.075268817,0.207381896
1,0,0,0,0,0,0,0,0,0,0.62,0.6,0.245454545,0.714285714,0.638888889,0.125,0.133333333,0.123595506,0.476190476,0.53164557,0.914893617,0.827956989,0.898876404,0.274725275,0.056818182,0.105882353,0.113636364,0.06097561,0.054347826,0.077777778,0.369565217,0.247311828,0.509511719
0,0,0,0,0,0,1,0,0,0,0.46,0.4,0.122727273,0.892857143,0.611111111,0.136363636,0.155555556,0.157303371,0.083333333,0.050632911,0.319148936,0.268817204,0.235955056,0.054945055,0.090909091,0.094117647,0.045454545,0.06097561,0.076086957,0.055555556,0.967391304,0.774193548,0.203988692
0,1,0,0,0,0,0,0,0,0,0.78,0.2,0.159090909,0.607142857,0.527777778,0.636363636,0.622222222,0.584269663,0.654761905,0.772151899,0.212765957,0.182795699,0.179775281,0.351648352,0.306818182,0.2,0.181818182,0.170731707,0.108695652,0.144444444,0.141304348,0.129032258,0.207381896
0,1,0,0,0,0,0,0,0,0,0.84,0.133333333,0.15,0.464285714,0.472222222,0.545454545,0.511111111,0.460674157,0.714285714,0.810126582,0.159574468,0.107526882,0.06741573,0.230769231,0.329545455,0.152941176,0.147727273,0.134146341,0.054347826,0.088888889,0.119565217,0.075268817,0.218672704
0,0,0,0,1,0,0,0,0,0,0.26,0.8,0.727272727,0.535714286,0.444444444,0.125,0.088888889,0.08988764,0.107142857,0.037974684,0.010638298,0.010752688,0.02247191,0.659340659,0.625,0.2,0.215909091,0.12195122,0.065217391,0.044444444,0.217391304,0.096774194,0.401895138
0,0,0,0,0,0,0,0,0,1,0.78,0.6,0.218181818,0.535714286,0.861111111,0.409090909,0.388888889,0.370786517,0.428571429,0.594936709,0.010638298,0.010752688,0.02247191,0.307692308,0.295454545,0.611764706,0.636363636,0.731707317,0.695652174,0.777777778,0.076086957,0.053763441,0.446497224
0,0,0,0,0,0,0,0,0,1,0.88,0.333333333,0.113636364,0.607142857,0.722222222,0.647727273,0.611111111,0.595505618,0.547619048,0.772151899,0.010638298,0.010752688,0.02247191,0.307692308,0.295454545,0.458823529,0.556818182,0.585365854,0.847826087,0.866666667,0.239130435,0.279569892,0.615835496
0,0,0,0,0,0,1,0,0,0,0.5,0.466666667,0.109090909,0.5,0.638888889,0.079545455,0.1,0.101123596,0.071428571,0.101265823,0.308510638,0.258064516,0.213483146,0.164835165,0.079545455,0.176470588,0.113636364,0.146341463,0.076086957,0.055555556,0.913043478,0.76344086,0.229152166
0,0,0,1,0,0,0,0,0,0,0.72,0.733333333,0.295454545,0.5,0.305555556,0.625,0.622222222,0.617977528,0.666666667,0.746835443,0.553191489,0.451612903,0.449438202,0.516483516,0.443181818,0.270588235,0.284090909,0.256097561,0.22826087,0.277777778,0.086956522,0.096774194,0.364848601
0,0,0,0,0,0,0,0,1,0,0.86,0.666666667,0.340909091,0.607142857,0.611111111,0.454545455,0.444444444,0.415730337,0.69047619,0.683544304,0.489361702,0.440860215,0.449438202,0.538461538,0.5,0.729411765,0.715909091,0.780487805,0.510869565,0.522222222,0.184782609,0.161290323,0.447147119
0,1,0,0,0,0,0,0,0,0,0.76,0.6,0.318181818,0.678571429,0.583333333,0.579545455,0.544444444,0.505617978,0.892857143,0.924050633,0.319148936,0.290322581,0.258426966,0.538461538,0.556818182,0.317647059,0.284090909,0.280487805,0.141304348,0.2,0.141304348,0.172043011,0.090318572
0,0,0,0,0,0,0,1,0,0,0.68,0.6,0.386363636,0.678571429,0.527777778,0.284090909,0.277777778,0.247191011,0.357142857,0.455696203,0.021276596,0.010752688,0.011235955,0.417582418,0.409090909,0.635294118,0.670454545,0.731707317,0.217391304,0.311111111,0.141304348,0.150537634,0.423626006
0,0,0,0,0,0,0,0,0,1,0.8,0.333333333,0.136363636,0.785714286,0.833333333,0.5,0.477777778,0.460674157,0.452380952,0.620253165,0.276595745,0.247311828,0.224719101,0.307692308,0.295454545,0.552941176,0.579545455,0.634146341,0.75,0.766666667,0.380434783,0.322580645,0.471844378
0,1,0,0,0,0,0,0,0,0,0.8,0.4,0.227272727,0.714285714,0.555555556,0.534090909,0.522222222,0.494382022,0.714285714,0.797468354,0.234042553,0.193548387,0.123595506,0.428571429,0.477272727,0.258823529,0.284090909,0.292682927,0.152173913,0.222222222,0.086956522,0.053763441,0.207381896
0,0,0,0,0,0,0,0,1,0,0.64,0.6,0.454545455,0.714285714,0.305555556,0.170454545,0.144444444,0.123595506,0.238095238,0.316455696,0.010638298,0.010752688,0.02247191,0.417582418,0.409090909,0.682352941,0.715909091,0.780487805,0.358695652,0.433333333,0.086956522,0.107526882,0.364848601
0,0,0,1,0,0,0,0,0,0,0.58,0.8,0.409090909,0.678571429,0.638888889,0.693181818,0.655555556,0.629213483,0.619047619,0.620253165,0.159574468,0.107526882,0.06741573,0.582417582,0.511363636,0.576470588,0.545454545,0.585365854,0.347826087,0.422222222,0.119565217,0.096774194,0.423626006
0,0,0,0,1,0,0,0,0,0,0.42,0.733333333,0.663636364,0.107142857,0.472222222,0.079545455,0.066666667,0.06741573,0.035714286,0.012658228,0.010638298,0.010752688,0.02247191,0.615384615,0.727272727,0.117647059,0.147727273,0.170731707,0.108695652,0.144444444,0.195652174,0.204301075,0.094012471
0,0,0,0,0,1,0,0,0,0,0.5,0.733333333,0.136363636,0.571428571,0.333333333,0.159090909,0.177777778,0.179775281,0.130952381,0.189873418,0.308510638,0.215053763,0.168539326,0.087912088,0.090909091,0.188235294,0.170454545,0.182926829,0.065217391,0.144444444,0.913043478,0.720430108,0.218672704
0,0,1,0,0,0,0,0,0,0,0.84,0.533333333,0.181818182,0.857142857,0.638888889,0.840909091,0.844444444,0.865168539,0.726190476,0.810126582,0.308510638,0.258064516,0.235955056,0.604395604,0.329545455,0.247058824,0.170454545,0.182926829,0.108695652,0.188888889,0.163043478,0.11827957,0.530545288
0,0,1,0,0,0,0,0,0,0,0.76,0.533333333,0.2,0.714285714,0.611111111,0.795454545,0.788888889,0.764044944,0.69047619,0.734177215,0.159574468,0.107526882,0.06741573,0.472527473,0.238636364,0.211764706,0.227272727,0.182926829,0.097826087,0.155555556,0.130434783,0.075268817,0.20226203
0,0,0,0,0,0,0,0,0,1,0.82,0.333333333,0.181818182,0.392857143,0.722222222,0.465909091,0.455555556,0.438202247,0.404761905,0.582278481,0.106382979,0.053763441,0.06741573,0.285714286,0.261363636,0.529411765,0.556818182,0.62195122,0.597826087,0.677777778,0.086956522,0.11827957,0.417001849
0,0,1,0,0,0,0,0,0,0,0.78,0.533333333,0.272727273,0.607142857,0.722222222,0.818181818,0.811111111,0.808988764,0.738095238,0.835443038,0.106382979,0.053763441,0.02247191,0.549450549,0.329545455,0.364705882,0.363636364,0.353658537,0.141304348,0.188888889,0.195652174,0.258064516,0.579663145
0,0,0,0,1,0,0,0,0,0,0.3,0.666666667,0.663636364,0.678571429,0.611111111,0.090909091,0.055555556,0.056179775,0.130952381,0.063291139,0.010638298,0.010752688,0.02247191,0.714285714,0.75,0.223529412,0.238636364,0.158536585,0.086956522,0.044444444,0.065217391,0.053763441,0.428496075
0,0,0,0,0,0,0,0,1,0,0.68,0.6,0.372727273,0.642857143,0.666666667,0.363636364,0.322222222,0.292134831,0.297619048,0.392405063,0.010638298,0.010752688,0.02247191,0.417582418,0.409090909,0.741176471,0.75,0.792682927,0.52173913,0.577777778,0.076086957,0.064516129,0.577556232
1,0,0,0,0,0,0,0,0,0,0.74,0.466666667,0.2,0.5,0.472222222,0.306818182,0.277777778,0.258426966,0.488095238,0.594936709,0.840425532,0.774193548,0.786516854,0.043956044,0.022727273,0.082352941,0.125,0.085365854,0.054347826,0.055555556,0.108695652,0.053763441,0.368784518
0,0,1,0,0,0,0,0,0,0,0.76,0.4,0.136363636,0.714285714,0.5,0.75,0.755555556,0.752808989,0.535714286,0.658227848,0.106382979,0.053763441,0.02247191,0.428571429,0.272727273,0.294117647,0.306818182,0.280487805,0.152173913,0.211111111,0.141304348,0.172043011,0.410062581
0,0,0,0,0,0,0,0,0,1,0.86,0.333333333,0.136363636,0.321428571,0.611111111,0.340909091,0.344444444,0.325842697,0.404761905,0.569620253,0.010638298,0.010752688,0.02247191,0.307692308,0.295454545,0.576470588,0.602272727,0.682926829,0.652173913,0.666666667,0.086956522,0.064516129,0.365417417
0,0,0,0,0,0,0,1,0,0,0.38,0.666666667,0.554545455,0.571428571,0.333333333,0.159090909,0.144444444,0.123595506,0.178571429,0.164556962,0.127659574,0.075268817,0.056179775,0.417582418,0.409090909,0.752941176,0.715909091,0.780487805,0.195652174,0.233333333,0.163043478,0.161290323,0.207381896
0,0,0,0,0,0,0,0,0,1,0.8,0.133333333,0.122727273,0.464285714,0.694444444,0.5,0.488888889,0.471910112,0.452380952,0.683544304,0.29787234,0.23655914,0.224719101,0.241758242,0.079545455,0.482352941,0.579545455,0.597560976,0.695652174,0.744444444,0.043478261,0.043010753,0.401895138
0,0,0,0,0,0,0,0,1,0,0.76,0.533333333,0.327272727,0.678571429,0.638888889,0.227272727,0.188888889,0.191011236,0.357142857,0.35443038,0.010638298,0.010752688,0.02247191,0.417582418,0.409090909,0.694117647,0.715909091,0.792682927,0.489130435,0.533333333,0.152173913,0.107526882,0.417399943
0,0,0,0,0,0,0,0,0,1,0.8,0.4,0.213636364,0.535714286,0.722222222,0.454545455,0.411111111,0.382022472,0.476190476,0.620253165,0.106382979,0.053763441,0.06741573,0.307692308,0.295454545,0.635294118,0.670454545,0.804878049,0.77173913,0.844444444,0.195652174,0.204301075,0.566109835
1,0,0,0,0,0,0,0,0,0,0.66,0.333333333,0.254545455,0.642857143,0.25,0.147727273,0.155555556,0.146067416,0.476190476,0.620253165,0.79787234,0.709677419,0.775280899,0.098901099,0.090909091,0.152941176,0.170454545,0.146341463,0.076086957,0.122222222,0.152173913,0.150537634,0.360803556
0,0,0,0,0,0,0,0,0,1,0.86,0.533333333,0.222727273,0.607142857,0.638888889,0.409090909,0.4,0.393258427,0.428571429,0.607594937,0.053191489,0.032258065,0.02247191,0.296703297,0.272727273,0.552941176,0.568181818,0.585365854,0.652173913,0.622222222,0.065217391,0.086021505,0.416602666
0,1,0,0,0,0,0,0,0,0,0.64,0.333333333,0.409090909,0.714285714,0.666666667,0.625,0.588888889,0.528089888,0.726190476,0.772151899,0.234042553,0.193548387,0.157303371,0.637362637,0.715909091,0.317647059,0.375,0.341463415,0.076086957,0.122222222,0.119565217,0.064516129,0.458975013
0,0,0,0,0,0,0,1,0,0,0.32,0.533333333,0.781818182,0.785714286,0.055555556,0.079545455,0.077777778,0.06741573,0.178571429,0.063291139,0.021276596,0.010752688,0.011235955,0.417582418,0.409090909,0.729411765,0.670454545,0.695121951,0.043478261,0.033333333,0.032608696,0.043010753,0.423626006
0,0,0,0,0,0,0,0,1,0,0.82,0.4,0.295454545,0.607142857,0.472222222,0.295454545,0.255555556,0.258426966,0.428571429,0.544303797,0.106382979,0.096774194,0.08988764,0.417582418,0.409090909,0.670588235,0.704545455,0.768292683,0.565217391,0.633333333,0.260869565,0.247311828,0.185727237
0,0,0,0,0,0,0,0,0,1,0.84,0.466666667,0.213636364,0.857142857,0.833333333,0.488636364,0.466666667,0.449438202,0.535714286,0.734177215,0.010638298,0.010752688,0.02247191,0.307692308,0.295454545,0.694117647,0.715909091,0.817073171,0.826086957,0.977777778,0.086956522,0.075268817,0.806197968
0,0,0,0,0,0,0,1,0,0,0.48,0.666666667,0.590909091,0.785714286,0.444444444,0.079545455,0.077777778,0.06741573,0.19047619,0.189873418,0.031914894,0.010752688,0,0.417582418,0.409090909,0.741176471,0.727272727,0.817073171,0.152173913,0.222222222,0.141304348,0.086021505,0.438463935
0,0,0,0,0,0,0,0,0,1,0.82,0.533333333,0.204545455,0.571428571,0.694444444,0.431818182,0.388888889,0.370786517,0.428571429,0.620253165,0.010638298,0.010752688,0.02247191,0.307692308,0.295454545,0.6,0.636363636,0.707317073,0.652173913,0.688888889,0.119565217,0.11827957,0.218672704
0,0,0,0,0,0,0,1,0,0,0.5,0.6,0.636363636,0.607142857,0.222222222,0.204545455,0.177777778,0.157303371,0.178571429,0.215189873,0.042553191,0.043010753,0.056179775,0.417582418,0.409090909,0.741176471,0.693181818,0.780487805,0.173913043,0.233333333,0.097826087,0.064516129,0.185727237
0,0,0,0,0,0,0,1,0,0,0.64,0.533333333,0.409090909,0.535714286,0.305555556,0.193181818,0.211111111,0.213483146,0.273809524,0.253164557,0,0,0.011235955,0.417582418,0.409090909,0.823529412,0.795454545,0.841463415,0.434782609,0.488888889,0.086956522,0.043010753,0.286858252
0,0,0,0,1,0,0,0,0,0,0.48,0.8,0.636363636,0.678571429,0.527777778,0.090909091,0.077777778,0.078651685,0.142857143,0.164556962,0.010638298,0.010752688,0.02247191,0.681318681,0.602272727,0.317647059,0.284090909,0.256097561,0.076086957,0.055555556,0.173913043,0.11827957,0.229152166
0,0,0,0,0,0,0,0,0,1,0.78,0.466666667,0.209090909,0.607142857,0.611111111,0.397727273,0.4,0.382022472,0.535714286,0.658227848,0.127659574,0.086021505,0.078651685,0.307692308,0.295454545,0.541176471,0.590909091,0.597560976,0.630434783,0.677777778,0.086956522,0.075268817,0.356643158
0,0,1,0,0,0,0,0,0,0,0.88,0.4,0.113636364,0.678571429,0.527777778,0.772727273,0.777777778,0.797752809,0.571428571,0.696202532,0.106382979,0.053763441,0.02247191,0.472527473,0.215909091,0.105882353,0.147727273,0.085365854,0.054347826,0.033333333,0.130434783,0.139784946,0.448116566
0,0,0,0,0,0,1,0,0,0,0.32,0.4,0.045454545,0.392857143,0.583333333,0.125,0.144444444,0.146067416,0.107142857,0.088607595,0.223404255,0.161290323,0.101123596,0.087912088,0.011363636,0.094117647,0.090909091,0.073170732,0.108695652,0.144444444,0.902173913,0.64516129,0.185727237
0,0,0,0,1,0,0,0,0,0,0.26,0.666666667,0.681818182,0.75,0.527777778,0.227272727,0.166666667,0.168539326,0.142857143,0.139240506,0.010638298,0.010752688,0.02247191,0.659340659,0.670454545,0.305882353,0.261363636,0.292682927,0.076086957,0.055555556,0.163043478,0.11827957,0.126569386
0,0,0,0,0,0,0,0,0,1,0.74,0.4,0.186363636,0.642857143,0.75,0.340909091,0.355555556,0.359550562,0.404761905,0.620253165,0.010638298,0.010752688,0.02247191,0.307692308,0.295454545,0.694117647,0.693181818,0.780487805,0.739130435,0.811111111,0.086956522,0.064516129,0.40452406
0,0,0,0,0,0,0,1,0,0,0.16,0.6,0.840909091,0.464285714,0.333333333,0.125,0.1,0.078651685,0.166666667,0.151898734,0.010638298,0.010752688,0.02247191,0.395604396,0.409090909,0.776470588,0.75,0.792682927,0.195652174,0.244444444,0.086956522,0.107526882,0.570072478
0,0,0,0,0,0,0,0,0,1,0.8,0.666666667,0.113636364,0.714285714,0.638888889,0.579545455,0.555555556,0.539325843,0.5,0.64556962,0.106382979,0.053763441,0.02247191,0.340659341,0.295454545,0.529411765,0.579545455,0.62195122,0.630434783,0.688888889,0.152173913,0.107526882,0.428127171
0,0,0,0,0,0,0,1,0,0,0.66,0.733333333,0.454545455,0.535714286,0.194444444,0.306818182,0.288888889,0.269662921,0.261904762,0.35443038,0.010638298,0.010752688,0.02247191,0.417582418,0.409090909,0.717647059,0.704545455,0.743902439,0.304347826,0.422222222,0.119565217,0.139784946,0.318243264
0,0,0,0,0,0,0,1,0,0,0.48,0.666666667,0.590909091,0.75,0.583333333,0.329545455,0.322222222,0.292134831,0.321428571,0.367088608,0.010638298,0.010752688,0.02247191,0.417582418,0.409090909,0.788235294,0.761363636,0.829268293,0.163043478,0.233333333,0.108695652,0.043010753,0.476425217
0,0,0,0,0,0,0,0,1,0,0.76,0.533333333,0.368181818,0.642857143,0.722222222,0.284090909,0.3,0.303370787,0.333333333,0.493670886,0.180851064,0.161290323,0.168539326,0.417582418,0.409090909,0.752941176,0.75,0.817073171,0.630434783,0.688888889,0.076086957,0.064516129,0.328831416
0,0,0,0,0,0,0,0,1,0,0.8,0.533333333,0.277272727,0.642857143,0.694444444,0.443181818,0.422222222,0.393258427,0.428571429,0.518987342,0.372340426,0.333333333,0.292134831,0.417582418,0.409090909,0.717647059,0.772727273,0.841463415,0.673913043,0.766666667,0.119565217,0.11827957,0.443868302
0,0,0,0,0,0,0,0,0,1,0.84,0.333333333,0.15,0.678571429,0.777777778,0.397727273,0.355555556,0.325842697,0.404761905,0.569620253,0.010638298,0.010752688,0.02247191,0.296703297,0.272727273,0.576470588,0.636363636,0.719512195,0.793478261,0.811111111,0.163043478,0.161290323,0.503687838
0,0,0,0,1,0,0,0,0,0,0.34,0.666666667,0.690909091,0.714285714,0.583333333,0.25,0.211111111,0.179775281,0.178571429,0.189873418,0.010638298,0.010752688,0.02247191,0.626373626,0.715909091,0.270588235,0.261363636,0.243902439,0.076086957,0.066666667,0.184782609,0.172043011,0.423626006
0,0,0,0,0,0,0,1,0,0,0,0.533333333,0.813636364,0.642857143,0.277777778,0.079545455,0.055555556,0.056179775,0.25,0.151898734,0.010638298,0.010752688,0.02247191,0.538461538,0.409090909,0.776470588,0.75,0.829268293,0.108695652,0.144444444,0.304347826,0.204301075,0.218672704
0,0,0,0,1,0,0,0,0,0,0.34,0.933333333,0.654545455,0.535714286,0.444444444,0.090909091,0.088888889,0.078651685,0.119047619,0.025316456,0.010638298,0.010752688,0.02247191,0.659340659,0.670454545,0.176470588,0.159090909,0.146341463,0.076086957,0.1,0.032608696,0.064516129,0.410062581
0,1,0,0,0,0,0,0,0,0,0.62,0.533333333,0.386363636,0.642857143,0.444444444,0.534090909,0.5,0.460674157,0.55952381,0.64556962,0.425531915,0.376344086,0.348314607,0.648351648,0.625,0.352941176,0.431818182,0.37804878,0.065217391,0.1,0.119565217,0.075268817,0.218672704
0,0,1,0,0,0,0,0,0,0,0.78,0.666666667,0.286363636,0.607142857,0.611111111,0.761363636,0.755555556,0.764044944,0.666666667,0.683544304,0.106382979,0.053763441,0.02247191,0.527472527,0.306818182,0.341176471,0.318181818,0.292682927,0.173913043,0.222222222,0.097826087,0.053763441,0.328831416
0,1,0,0,0,0,0,0,0,0,0.88,0.133333333,0.118181818,0.642857143,0.583333333,0.636363636,0.588888889,0.606741573,0.666666667,0.797468354,0.212765957,0.204301075,0.179775281,0.362637363,0.340909091,0.176470588,0.204545455,0.195121951,0.217391304,0.277777778,0.032608696,0.043010753,0.368784518
0,0,0,0,1,0,0,0,0,0,0.34,0.8,0.654545455,0.5,0.444444444,0.147727273,0.166666667,0.168539326,0.142857143,0.075949367,0.010638298,0.010752688,0.02247191,0.615384615,0.568181818,0.188235294,0.136363636,0.170731707,0.076086957,0.088888889,0.141304348,0.096774194,0.223256366
0,0,0,0,0,0,1,0,0,0,0.32,0.466666667,0.227272727,0.75,0.611111111,0.125,0.133333333,0.123595506,0.130952381,0.139240506,0.308510638,0.290322581,0.247191011,0.087912088,0.068181818,0.176470588,0.193181818,0.207317073,0.076086957,0.088888889,0.956521739,0.817204301,0.445188684
0,0,1,0,0,0,0,0,0,0,0.78,0.133333333,0.113636364,0.535714286,0.638888889,0.761363636,0.766666667,0.752808989,0.607142857,0.784810127,0.287234043,0.225806452,0.280898876,0.373626374,0.238636364,0.235294118,0.284090909,0.195121951,0.054347826,0.2,0.206521739,0.258064516,0.226234045
0,0,0,0,0,0,0,1,0,0,0.48,0.666666667,0.590909091,0.714285714,0.361111111,0.170454545,0.155555556,0.134831461,0.273809524,0.189873418,0.010638298,0.010752688,0.02247191,0.406593407,0.397727273,0.788235294,0.772727273,0.817073171,0.141304348,0.211111111,0.108695652,0.11827957,0.259085412
0,0,0,0,1,0,0,0,0,0,0.3,0.866666667,0.727272727,0,0.444444444,0.068181818,0.055555556,0.056179775,0.083333333,0.164556962,0.010638298,0.010752688,0.02247191,0.615384615,0.579545455,0.294117647,0.227272727,0.219512195,0.054347826,0.055555556,0.119565217,0.075268817,0.218672704
0,0,0,0,0,1,0,0,0,0,0.46,0.666666667,0.295454545,0.821428571,0.611111111,0.102272727,0.122222222,0.123595506,0.071428571,0.037974684,0.265957447,0.268817204,0.235955056,0.164835165,0.113636364,0.047058824,0.136363636,0.097560976,0.076086957,0.088888889,0.934782609,0.849462366,0.094012471
0,0,0,0,0,0,0,1,0,0,0.6,0.466666667,0.545454545,0.678571429,0.5,0.136363636,0.133333333,0.123595506,0.166666667,0.088607595,0.010638298,0.010752688,0.02247191,0.417582418,0.409090909,0.752941176,0.75,0.792682927,0.152173913,0.244444444,0.141304348,0.150537634,0.229152166
0,0,0,0,0,0,0,0,1,0,0.78,0.466666667,0.318181818,0.5,0.527777778,0.261363636,0.222222222,0.224719101,0.333333333,0.506329114,0.180851064,0.129032258,0.08988764,0.417582418,0.409090909,0.741176471,0.727272727,0.804878049,0.554347826,0.577777778,0.108695652,0.064516129,0.218672704
0,0,0,1,0,0,0,0,0,0,0.58,0.8,0.340909091,0.892857143,0.555555556,0.613636364,0.588888889,0.573033708,0.595238095,0.670886076,0.010638298,0.010752688,0.02247191,0.703296703,0.647727273,0.247058824,0.261363636,0.256097561,0.097826087,0.155555556,0.152173913,0.139784946,0.369889835
0,0,1,0,0,0,0,0,0,0,0.82,0.533333333,0.2,0.607142857,0.638888889,0.840909091,0.833333333,0.831460674,0.69047619,0.721518987,0.159574468,0.107526882,0.06741573,0.505494505,0.306818182,0.294117647,0.306818182,0.256097561,0.152173913,0.188888889,0.119565217,0.107526882,0.463392137
0,0,0,0,1,0,0,0,0,0,0.4,0.733333333,0.704545455,0.571428571,0.694444444,0.159090909,0.122222222,0.123595506,0.154761905,0.101265823,0.010638298,0.010752688,0.02247191,0.846153846,0.829545455,0.223529412,0.159090909,0.158536585,0.054347826,0.088888889,0.195652174,0.204301075,0.674106408
