q1,q2,q3,q4,lead,d1,d2,d3,d4,distance,spot,play
0,1,0,0,0.233333333,1,0,0,0,0.25,0.373737374,SHORT_PASS
0,1,0,0,0.233333333,0,1,0,0,0.25,0.373737374,SHORT_PASS
0,1,0,0,0.233333333,0,0,1,0,0.25,0.373737374,SHORT_PASS
0,1,0,0,0.233333333,0,0,0,1,0.025,0.282828283,RUSH
0,1,0,0,0.233333333,1,0,0,0,0.25,0.181818182,RUSH
0,1,0,0,0.233333333,1,0,0,0,0.25,0.121212121,RUSH
0,1,0,0,0.233333333,0,1,0,0,0.2,0.101010101,RUSH
0,1,0,0,0.233333333,0,0,1,0,0.45,0.202020202,MEDIUM_PASS
0,1,0,0,0.233333333,0,0,0,1,0.1,0.060606061,SHORT_PASS
0,0,1,0,0.233333333,1,0,0,0,0.25,0.838383838,SHORT_PASS
0,0,1,0,0.233333333,0,1,0,0,0.175,0.808080808,RUSH
0,0,1,0,0.233333333,0,0,1,0,0.125,0.787878788,SHORT_PASS
0,0,1,0,0.233333333,0,0,0,1,0.125,0.787878788,PUNT
0,0,1,0,0.175,1,0,0,0,0.25,0.757575758,MEDIUM_PASS
0,0,1,0,0.175,1,0,0,0,0.25,0.646464646,SHORT_PASS
0,0,1,0,0.175,0,1,0,0,0.25,0.646464646,SHORT_PASS
0,0,1,0,0.175,0,0,1,0,0.25,0.646464646,SHORT_PASS
0,0,1,0,0.175,0,0,0,1,0.25,0.646464646,PUNT
0,0,1,0,0.175,1,0,0,0,0.25,0.434343434,SHORT_PASS
0,0,1,0,0.175,0,1,0,0,0.25,0.434343434,RUSH
0,0,1,0,0.175,1,0,0,0,0.25,0.282828283,RUSH
0,0,1,0,0.175,0,1,0,0,0.55,0.404040404,SHORT_PASS
0,0,1,0,0.175,0,0,1,0,0.55,0.404040404,SHORT_PASS
0,0,1,0,0.175,0,0,0,1,0.55,0.404040404,SHORT_PASS
0,0,1,0,0.116666667,1,0,0,0,0.25,0.757575758,RUSH
0,0,1,0,0.116666667,0,1,0,0,0.2,0.737373737,SHORT_PASS
0,0,1,0,0.116666667,0,0,1,0,0.2,0.737373737,SHORT_PASS
0,0,1,0,0.116666667,0,0,0,1,0.2,0.737373737,PUNT
0,0,0,1,0.116666667,1,0,0,0,0.25,0.808080808,SHORT_PASS
0,0,0,1,0.116666667,0,1,0,0,0.25,0.808080808,RUSH
0,0,0,1,0.116666667,0,0,1,0,0.275,0.818181818,SHORT_PASS
0,0,0,1,0.116666667,0,0,0,1,0.15,0.767676768,PUNT
0,0,0,1,0.116666667,1,0,0,0,0.25,0.767676768,RUSH
0,0,0,1,0.116666667,0,1,0,0,0.275,0.777777778,SHORT_PASS
0,0,0,1,0.116666667,0,0,1,0,0.275,0.777777778,SHORT_PASS
0,0,0,1,0.116666667,0,0,0,1,0.25,0.767676768,PUNT
0,0,0,1,0.116666667,1,0,0,0,0.25,0.878787879,LONG_PASS
0,0,0,1,0.116666667,1,0,0,0,0.25,0.545454545,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.808080808,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.15,0.767676768,SHORT_PASS
1,0,0,0,0.5,0,0,1,0,0.125,0.757575758,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.707070707,RUSH
1,0,0,0,0.5,0,1,0,0,0.225,0.696969697,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.494949495,RUSH
1,0,0,0,0.5,0,1,0,0,0.175,0.464646465,RUSH
1,0,0,0,0.5,0,0,1,0,0.125,0.444444444,SHORT_PASS
1,0,0,0,0.5,0,0,0,1,0.125,0.444444444,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.373737374,RUSH
1,0,0,0,0.5,0,1,0,0,0.2,0.353535354,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.222222222,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.15,0.181818182,SHORT_PASS
1,0,0,0,0.5,0,0,1,0,0.275,0.232323232,SHORT_PASS
1,0,0,0,0.441666667,1,0,0,0,0.25,0.787878788,SHORT_PASS
1,0,0,0,0.441666667,0,1,0,0,0.25,0.787878788,SHORT_PASS
1,0,0,0,0.441666667,0,0,1,0,0.25,0.787878788,SHORT_PASS
1,0,0,0,0.441666667,0,0,0,1,0.25,0.787878788,PUNT
0,1,0,0,0.383333333,1,0,0,0,0.25,0.868686869,RUSH
0,1,0,0,0.383333333,0,1,0,0,0.4,0.929292929,LONG_PASS
0,1,0,0,0.383333333,1,0,0,0,0.25,0.515151515,RUSH
0,1,0,0,0.383333333,1,0,0,0,0.25,0.353535354,SHORT_PASS
0,1,0,0,0.383333333,0,1,0,0,0.125,0.303030303,SHORT_PASS
0,1,0,0,0.383333333,0,0,1,0,0.125,0.303030303,SHORT_PASS
0,1,0,0,0.383333333,1,0,0,0,0.25,0.242424242,SHORT_PASS
0,1,0,0,0.383333333,0,1,0,0,0.25,0.242424242,SHORT_PASS
0,1,0,0,0.383333333,0,0,1,0,0.25,0.242424242,SHORT_PASS
0,1,0,0,0.383333333,0,0,0,1,0.375,0.292929293,FIELD_GOAL
0,1,0,0,0.383333333,1,0,0,0,0.25,0.878787879,SHORT_PASS
0,1,0,0,0.383333333,0,1,0,0,0.25,0.878787879,RUSH
0,1,0,0,0.383333333,0,0,1,0,0.275,0.888888889,RUSH
0,1,0,0,0.383333333,0,0,0,1,0.425,0.949494949,PUNT
0,1,0,0,0.325,1,0,0,0,0.25,0.767676768,LONG_PASS
0,1,0,0,0.325,1,0,0,0,0.25,0.474747475,SHORT_PASS
0,1,0,0,0.325,0,1,0,0,0.225,0.464646465,LONG_PASS
0,1,0,0,0.325,1,0,0,0,0.25,0.242424242,RUSH
0,1,0,0,0.325,1,0,0,0,0.5,0.232323232,FIELD_GOAL
0,0,1,0,0.35,1,0,0,0,0.25,0.353535354,RUSH
0,0,1,0,0.35,0,1,0,0,0.675,0.525252525,MEDIUM_PASS
0,0,1,0,0.35,0,0,1,0,0.275,0.363636364,SHORT_PASS
0,0,1,0,0.325,1,0,0,0,0.25,0.737373737,SHORT_PASS
0,0,1,0,0.325,0,1,0,0,0.2,0.717171717,SHORT_PASS
0,0,1,0,0.325,0,0,1,0,0.2,0.717171717,MEDIUM_PASS
0,0,1,0,0.325,1,0,0,0,0.25,0.606060606,SHORT_PASS
0,0,1,0,0.325,0,1,0,0,0.175,0.575757576,SHORT_PASS
0,0,1,0,0.325,0,0,1,0,0.075,0.535353535,SHORT_PASS
0,0,1,0,0.325,0,0,0,1,0.075,0.535353535,PUNT
0,0,1,0,0.3,1,0,0,0,0.25,0.757575758,SHORT_PASS
0,0,1,0,0.3,0,1,0,0,0.15,0.717171717,RUSH
0,0,1,0,0.3,0,0,1,0,0.1,0.696969697,SHORT_PASS
0,0,1,0,0.3,0,0,0,1,0.1,0.696969697,PUNT
0,0,0,1,0.3,1,0,0,0,0.25,0.808080808,RUSH
0,0,0,1,0.3,0,1,0,0,0.475,0.898989899,MEDIUM_PASS
0,0,0,1,0.3,0,0,1,0,0.2,0.787878788,LONG_PASS
0,0,0,1,0.3,1,0,0,0,0.25,0.404040404,RUSH
0,0,0,1,0.3,0,1,0,0,0.725,0.595959596,SHORT_PASS
0,0,0,1,0.3,0,0,1,0,0.5,0.505050505,SHORT_PASS
0,0,0,1,0.3,0,0,0,1,0.5,0.505050505,PUNT
0,0,0,1,0.3,1,0,0,0,0.25,0.919191919,SHORT_PASS
0,0,0,1,0.3,0,1,0,0,0.05,0.838383838,RUSH
0,0,0,1,0.3,1,0,0,0,0.25,0.787878788,RUSH
0,0,0,1,0.3,0,1,0,0,0.25,0.787878788,MEDIUM_PASS
0,0,0,1,0.3,1,0,0,0,0.25,0.686868687,RUSH
0,0,0,1,0.3,0,1,0,0,0.25,0.686868687,SHORT_PASS
0,0,0,1,0.3,0,0,1,0,0.125,0.636363636,MEDIUM_PASS
0,0,0,1,0.3,1,0,0,0,0.25,0.535353535,SHORT_PASS
0,0,0,1,0.3,0,1,0,0,0.175,0.505050505,SHORT_PASS
0,0,0,1,0.3,0,0,1,0,0.375,0.585858586,SHORT_PASS
0,0,0,1,0.3,0,0,0,1,0.375,0.585858586,PUNT
1,0,0,0,0.5,1,0,0,0,0.25,0.757575758,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.125,0.707070707,RUSH
1,0,0,0,0.5,0,0,1,0,0.05,0.676767677,SHORT_PASS
1,0,0,0,0.5,0,0,0,1,0.05,0.676767677,PUNT
1,0,0,0,0.5,1,0,0,0,0.25,0.404040404,RUSH
1,0,0,0,0.5,0,1,0,0,0.175,0.373737374,SHORT_PASS
1,0,0,0,0.5,0,0,1,0,0.175,0.373737374,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.272727273,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.909090909,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.25,0.909090909,LONG_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.505050505,RUSH
1,0,0,0,0.5,0,1,0,0,0.025,0.414141414,SHORT_PASS
1,0,0,0,0.5,0,0,1,0,0.025,0.414141414,RUSH
1,0,0,0,0.5,1,0,0,0,0.25,0.404040404,RUSH
1,0,0,0,0.5,0,1,0,0,0.45,0.484848485,SHORT_PASS
1,0,0,0,0.441666667,1,0,0,0,0.25,0.757575758,SHORT_PASS
1,0,0,0,0.441666667,0,1,0,0,0.075,0.686868687,RUSH
1,0,0,0,0.441666667,0,0,1,0,0.025,0.666666667,SHORT_PASS
1,0,0,0,0.441666667,0,0,0,1,0.025,0.666666667,PUNT
1,0,0,0,0.441666667,1,0,0,0,0.25,0.888888889,SHORT_PASS
1,0,0,0,0.441666667,0,1,0,0,0.25,0.888888889,MEDIUM_PASS
1,0,0,0,0.441666667,1,0,0,0,0.25,0.777777778,RUSH
1,0,0,0,0.441666667,0,1,0,0,0.025,0.686868687,SHORT_PASS
0,1,0,0,0.441666667,1,0,0,0,0.5,0.696969697,LONG_PASS
0,1,0,0,0.441666667,1,0,0,0,0.25,0.454545455,MEDIUM_PASS
0,1,0,0,0.441666667,1,0,0,0,0.25,0.323232323,SHORT_PASS
0,1,0,0,0.441666667,0,1,0,0,0.05,0.242424242,SHORT_PASS
0,1,0,0,0.441666667,0,0,1,0,0.05,0.242424242,SHORT_PASS
0,1,0,0,0.441666667,0,0,0,1,0.05,0.242424242,MEDIUM_PASS
0,1,0,0,0.441666667,1,0,0,0,0.2,0.080808081,SHORT_PASS
0,1,0,0,0.441666667,0,1,0,0,0.025,0.01010101,RUSH
0,1,0,0,0.441666667,1,0,0,0,0.075,0.03030303,SHORT_PASS
0,1,0,0,0.441666667,0,1,0,0,0.075,0.03030303,RUSH
0,1,0,0,0.441666667,0,0,1,0,0.05,0.02020202,SHORT_PASS
0,1,0,0,0.441666667,0,0,0,1,0.05,0.02020202,FIELD_GOAL
0,1,0,0,0.408333333,1,0,0,0,0.25,0.646464646,MEDIUM_PASS
0,1,0,0,0.408333333,1,0,0,0,0.375,0.545454545,MEDIUM_PASS
0,1,0,0,0.408333333,0,1,0,0,0.125,0.444444444,SHORT_PASS
0,1,0,0,0.408333333,0,0,1,0,0.125,0.444444444,SHORT_PASS
0,1,0,0,0.408333333,0,0,0,1,0.125,0.444444444,PUNT
0,1,0,0,0.408333333,1,0,0,0,0.25,0.666666667,RUSH
0,1,0,0,0.408333333,0,1,0,0,0.25,0.666666667,SHORT_PASS
0,1,0,0,0.408333333,0,0,1,0,0.225,0.656565657,SHORT_PASS
0,1,0,0,0.408333333,0,0,0,1,0.225,0.656565657,PUNT
0,0,1,0,0.35,1,0,0,0,0.25,0.757575758,SHORT_PASS
0,0,1,0,0.35,0,1,0,0,0.175,0.727272727,MEDIUM_PASS
0,0,1,0,0.35,1,0,0,0,0.25,0.616161616,RUSH
0,0,1,0,0.35,0,1,0,0,0.275,0.626262626,SHORT_PASS
0,0,1,0,0.35,0,0,1,0,0.15,0.575757576,LONG_PASS
0,0,1,0,0.35,1,0,0,0,0.25,0.262626263,SHORT_PASS
0,0,1,0,0.35,0,1,0,0,0.125,0.212121212,SHORT_PASS
0,0,1,0,0.35,1,0,0,0,0.25,0.131313131,MEDIUM_PASS
0,0,1,0,0.35,1,0,0,0,0.05,0.02020202,RUSH
0,0,1,0,0.35,0,1,0,0,0.2,0.080808081,SHORT_PASS
0,0,1,0,0.408333333,1,0,0,0,0.25,0.777777778,RUSH
0,0,1,0,0.408333333,1,0,0,0,0.25,0.373737374,SHORT_PASS
0,0,1,0,0.408333333,0,1,0,0,0.25,0.373737374,SHORT_PASS
0,0,1,0,0.408333333,0,0,1,0,0.25,0.373737374,SHORT_PASS
0,0,1,0,0.408333333,0,0,0,1,0.25,0.373737374,SHORT_PASS
0,0,1,0,0.383333333,1,0,0,0,0.25,0.767676768,RUSH
0,0,1,0,0.383333333,0,1,0,0,0.25,0.767676768,SHORT_PASS
0,0,1,0,0.383333333,0,0,1,0,0.25,0.767676768,LONG_PASS
0,0,1,0,0.383333333,1,0,0,0,0.25,0.363636364,SHORT_PASS
0,0,1,0,0.383333333,0,1,0,0,0.25,0.363636364,SHORT_PASS
0,0,1,0,0.383333333,0,0,1,0,0.25,0.363636364,SHORT_PASS
0,0,0,1,0.383333333,1,0,0,0,0.5,0.383838384,MEDIUM_PASS
0,0,0,1,0.383333333,0,1,0,0,0.075,0.212121212,SHORT_PASS
0,0,0,1,0.383333333,1,0,0,0,0.25,0.131313131,SHORT_PASS
0,0,0,1,0.383333333,0,1,0,0,0.25,0.131313131,SHORT_PASS
0,0,0,1,0.383333333,0,0,1,0,0.25,0.131313131,RUSH
0,0,0,1,0.383333333,0,0,0,1,0.575,0.262626263,FIELD_GOAL
0,0,0,1,0.325,1,0,0,0,0.25,0.757575758,SHORT_PASS
0,0,0,1,0.325,0,1,0,0,0.175,0.727272727,RUSH
0,0,0,1,0.325,0,0,1,0,0.25,0.757575758,SHORT_PASS
0,0,0,1,0.325,0,0,0,1,0.05,0.676767677,SHORT_PASS
0,0,0,1,0.325,1,0,0,0,0.25,0.626262626,RUSH
0,0,0,1,0.325,0,1,0,0,0.2,0.606060606,LONG_PASS
0,0,0,1,0.325,1,0,0,0,0.25,0.353535354,SHORT_PASS
0,0,0,1,0.325,0,1,0,0,0.025,0.262626263,MEDIUM_PASS
0,0,0,1,0.325,1,0,0,0,0.15,0.060606061,SHORT_PASS
0,0,0,1,0.383333333,1,0,0,0,0.25,0.696969697,SHORT_PASS
0,0,0,1,0.383333333,0,1,0,0,0.025,0.606060606,SHORT_PASS
0,0,0,1,0.383333333,0,0,1,0,0.025,0.606060606,LONG_PASS
0,0,0,1,0.383333333,1,0,0,0,0.25,0.242424242,SHORT_PASS
0,0,0,1,0.383333333,0,1,0,0,0.25,0.242424242,RUSH
0,0,0,1,0.383333333,0,0,1,0,0.325,0.272727273,SHORT_PASS
0,0,0,1,0.383333333,0,0,0,1,0.325,0.272727273,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.757575758,RUSH
1,0,0,0,0.5,0,1,0,0,0.275,0.767676768,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.626262626,RUSH
1,0,0,0,0.5,1,0,0,0,0.25,0.464646465,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.05,0.383838384,RUSH
1,0,0,0,0.5,1,0,0,0,0.25,0.262626263,RUSH
1,0,0,0,0.5,0,1,0,0,0.125,0.212121212,SHORT_PASS
1,0,0,0,0.5,0,0,1,0,0.125,0.212121212,RUSH
1,0,0,0,0.5,0,0,0,1,0.15,0.222222222,FIELD_GOAL
1,0,0,0,0.441666667,1,0,0,0,0.25,0.757575758,SHORT_PASS
1,0,0,0,0.441666667,0,1,0,0,0.225,0.747474747,MEDIUM_PASS
1,0,0,0,0.441666667,1,0,0,0,0.25,0.606060606,SHORT_PASS
1,0,0,0,0.441666667,0,1,0,0,0.075,0.535353535,LONG_PASS
1,0,0,0,0.441666667,1,0,0,0,0.25,0.262626263,MEDIUM_PASS
1,0,0,0,0.441666667,1,0,0,0,0.25,0.141414141,MEDIUM_PASS
1,0,0,0,0.441666667,1,0,0,0,0.1,0.04040404,RUSH
1,0,0,0,0.441666667,0,1,0,0,0.025,0.01010101,RUSH
1,0,0,0,0.441666667,0,0,1,0,0.025,0.01010101,SHORT_PASS
1,0,0,0,0.441666667,0,0,0,1,0.4,0.161616162,FIELD_GOAL
1,0,0,0,0.441666667,1,0,0,0,0.25,0.757575758,SHORT_PASS
1,0,0,0,0.441666667,0,1,0,0,0.25,0.757575758,RUSH
1,0,0,0,0.441666667,0,0,1,0,0.325,0.787878788,RUSH
1,0,0,0,0.441666667,0,0,0,1,0.4,0.818181818,PUNT
1,0,0,0,0.441666667,1,0,0,0,0.25,0.757575758,LONG_PASS
1,0,0,0,0.441666667,1,0,0,0,0.25,0.444444444,RUSH
1,0,0,0,0.441666667,0,1,0,0,0.175,0.414141414,SHORT_PASS
1,0,0,0,0.441666667,0,0,1,0,0.175,0.414141414,SHORT_PASS
1,0,0,0,0.441666667,0,0,0,1,0.1,0.383838384,RUSH
1,0,0,0,0.441666667,1,0,0,0,0.25,0.171717172,RUSH
1,0,0,0,0.441666667,1,0,0,0,0.15,0.060606061,SHORT_PASS
0,1,0,0,0.5,1,0,0,0,0.25,0.888888889,RUSH
0,1,0,0,0.5,1,0,0,0,0.25,0.787878788,SHORT_PASS
0,1,0,0,0.5,0,1,0,0,0.25,0.787878788,SHORT_PASS
0,1,0,0,0.5,0,0,1,0,0.25,0.787878788,RUSH
0,1,0,0,0.5,1,0,0,0,0.25,0.666666667,RUSH
0,1,0,0,0.5,0,1,0,0,0.275,0.676767677,SHORT_PASS
0,1,0,0,0.5,0,0,1,0,0.275,0.676767677,SHORT_PASS
0,1,0,0,0.5,0,0,0,1,0.275,0.676767677,PUNT
0,1,0,0,0.383333333,1,0,0,0,0.25,0.929292929,SHORT_PASS
0,1,0,0,0.383333333,0,1,0,0,0.25,0.929292929,RUSH
0,1,0,0,0.308333333,1,0,0,0,0.25,0.646464646,SHORT_PASS
0,1,0,0,0.308333333,0,1,0,0,0.025,0.555555556,SHORT_PASS
0,1,0,0,0.308333333,0,0,1,0,0.025,0.555555556,MEDIUM_PASS
0,1,0,0,0.308333333,1,0,0,0,0.25,0.404040404,SHORT_PASS
0,1,0,0,0.308333333,0,1,0,0,0.025,0.313131313,SHORT_PASS
0,1,0,0,0.308333333,1,0,0,0,0.25,0.252525253,SHORT_PASS
0,1,0,0,0.308333333,0,1,0,0,0.625,0.404040404,SHORT_PASS
0,1,0,0,0.308333333,0,0,1,0,0.625,0.404040404,SHORT_PASS
0,1,0,0,0.308333333,0,0,0,1,0.5,0.353535354,SHORT_PASS
0,1,0,0,0.308333333,1,0,0,0,0.25,0.535353535,RUSH
0,1,0,0,0.308333333,0,1,0,0,0.1,0.474747475,RUSH
0,1,0,0,0.308333333,0,0,1,0,0.175,0.505050505,RUSH
0,1,0,0,0.25,1,0,0,0,0.25,0.636363636,SHORT_PASS
0,1,0,0,0.25,0,1,0,0,0.25,0.636363636,SHORT_PASS
0,1,0,0,0.25,0,0,1,0,0.25,0.636363636,SHORT_PASS
0,1,0,0,0.25,0,0,0,1,0.225,0.626262626,PUNT
0,0,1,0,0.25,1,0,0,0,0.25,0.919191919,RUSH
0,0,1,0,0.25,0,1,0,0,0.2,0.898989899,RUSH
0,0,1,0,0.25,0,0,1,0,0.1,0.858585859,SHORT_PASS
0,0,1,0,0.25,1,0,0,0,0.25,0.767676768,LONG_PASS
0,0,1,0,0.25,1,0,0,0,0.25,0.393939394,RUSH
0,0,1,0,0.25,0,1,0,0,0.225,0.383838384,RUSH
0,0,1,0,0.25,0,0,1,0,0.5,0.494949495,MEDIUM_PASS
0,0,1,0,0.25,0,0,0,1,0.15,0.353535354,LONG_PASS
0,0,1,0,0.25,1,0,0,0,0.05,0.02020202,SHORT_PASS
0,0,1,0,0.25,0,1,0,0,0.175,0.070707071,SHORT_PASS
0,0,1,0,0.25,1,0,0,0,0.25,0.858585859,RUSH
0,0,1,0,0.25,0,1,0,0,0.025,0.767676768,SHORT_PASS
0,0,1,0,0.25,1,0,0,0,0.25,0.717171717,RUSH
0,0,1,0,0.25,0,1,0,0,0.15,0.676767677,LONG_PASS
0,0,1,0,0.25,1,0,0,0,0.25,0.373737374,RUSH
0,0,1,0,0.25,1,0,0,0,0.2,0.080808081,RUSH
0,0,1,0,0.25,0,1,0,0,0.1,0.04040404,SHORT_PASS
0,0,0,1,0.308333333,1,0,0,0,0.25,0.555555556,RUSH
0,0,0,1,0.308333333,0,1,0,0,0.2,0.535353535,SHORT_PASS
0,0,0,1,0.308333333,0,0,1,0,0.2,0.535353535,SHORT_PASS
0,0,0,1,0.308333333,0,0,0,1,0.2,0.535353535,PUNT
0,0,0,1,0.308333333,1,0,0,0,0.25,0.96969697,RUSH
0,0,0,1,0.308333333,0,1,0,0,0.3,0.98989899,SHORT_PASS
0,0,0,1,0.308333333,0,0,1,0,0.125,0.919191919,RUSH
0,0,0,1,0.308333333,1,0,0,0,0.25,0.868686869,SHORT_PASS
0,0,0,1,0.308333333,0,1,0,0,0.075,0.797979798,MEDIUM_PASS
0,0,0,1,0.308333333,1,0,0,0,0.25,0.595959596,LONG_PASS
0,0,0,1,0.308333333,1,0,0,0,0.25,0.141414141,SHORT_PASS
0,0,0,1,0.308333333,0,1,0,0,0.175,0.111111111,SHORT_PASS
0,0,0,1,0.308333333,0,0,1,0,0.175,0.111111111,SHORT_PASS
0,0,0,1,0.366666667,1,0,0,0,0.25,0.272727273,SHORT_PASS
0,0,0,1,0.366666667,0,1,0,0,0.225,0.262626263,SHORT_PASS
0,0,0,1,0.366666667,1,0,0,0,0.25,0.808080808,SHORT_PASS
0,0,0,1,0.366666667,0,1,0,0,0.1,0.747474747,MEDIUM_PASS
0,0,0,1,0.366666667,1,0,0,0,0.25,0.606060606,SHORT_PASS
0,0,0,1,0.366666667,0,1,0,0,0.05,0.525252525,LONG_PASS
0,0,0,1,0.366666667,1,0,0,0,0.075,0.03030303,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.757575758,RUSH
1,0,0,0,0.5,0,1,0,0,0.2,0.737373737,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.616161616,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.414141414,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.025,0.323232323,SHORT_PASS
1,0,0,0,0.5,0,0,1,0,0.025,0.323232323,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.747474747,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.15,0.707070707,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.575757576,LONG_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.343434343,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.175,0.313131313,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.191919192,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.25,0.191919192,RUSH
1,0,0,0,0.5,0,0,1,0,0.575,0.323232323,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.808080808,RUSH
1,0,0,0,0.5,1,0,0,0,0.25,0.626262626,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.25,0.626262626,RUSH
1,0,0,0,0.5,1,0,0,0,0.25,0.393939394,SHORT_PASS
0,1,0,0,0.5,0,1,0,0,0.2,0.373737374,MEDIUM_PASS
0,1,0,0,0.5,1,0,0,0,0.25,0.232323232,SHORT_PASS
0,1,0,0,0.558333333,1,0,0,0,0.25,0.393939394,SHORT_PASS
0,1,0,0,0.558333333,0,1,0,0,0.075,0.323232323,SHORT_PASS
0,1,0,0,0.558333333,0,0,1,0,0.075,0.323232323,SHORT_PASS
0,1,0,0,0.558333333,0,0,0,1,0.2,0.373737374,MEDIUM_PASS
0,1,0,0,0.558333333,1,0,0,0,0.25,0.262626263,SHORT_PASS
0,1,0,0,0.558333333,0,1,0,0,0.25,0.262626263,RUSH
0,1,0,0,0.558333333,1,0,0,0,0.25,0.151515152,SHORT_PASS
0,1,0,0,0.558333333,0,1,0,0,0.25,0.151515152,SHORT_PASS
0,1,0,0,0.616666667,1,0,0,0,0.25,0.727272727,RUSH
0,1,0,0,0.616666667,0,1,0,0,0.025,0.636363636,RUSH
