I don't like your hair.,insult
Your face is far worse.,insult
Shovel 1 - 0 Your face.,insult
are you gender confused,insult
Your face says nervous.,insult
You dress like an aunt.,insult
Your nose ring is ugly.,insult
Your face gave me PTSD.,insult
Your boobs are crooked.,insult
Put your teeth back in.,insult
Did your mom dress you?,insult
Your face depressed me.,insult
I bet your dick is tiny,insult
omg you are the worst,insult
Are your eyebrows fake?,insult
You have wrist cankles.,insult
You have 80's-Lady hair,insult
I dislike your eyebrows,insult
You have the body of ET,insult
Even your face is lazy.,insult
Your hair looks aweful!,insult
even your eye hates you,insult
Wash your goddamn hair.,insult
Your eyebrows look bad.,insult
Your faces belong on /.,insult
Your face is confusing.,insult
Flap your ears and fly!,insult
You will need more hair.,insult
Yo where's your hairline,insult
Your mouth is fucked up.,insult
Can't you afford makeup?,insult
You must be a new gender,insult
Your nose is a downvote.,insult
Do you even have wrists?,insult
Your nose has no tip lol,insult
Even your tits retreated,insult
Your mustache is uneven.,insult
You dress like a mormon.,insult
Do you have 2 lazy eyes?,insult
You have huge nose holes,insult
So keep your mouth shut.,insult
Your chin has buttcheeks,insult
Your chin has an asshole,insult
"Also, you have pig face.",insult
Your forehead is a 36DD.,insult
Shave your fucking face.,insult
Your head is a triangle.,insult
Bring home your eyebrows,insult
Your face confuses me...,insult
your hair is upside down,insult
Your hair has no volume.,insult
Your eyes are fucked up.,insult
Even your acne has acne.,insult
Your skin looks crunchy.,insult
Half a mop on your head.,insult
Your mom cuts your hair.,insult
Your toupee is terrible.,insult
Your heart is a failure.,insult
Brush your fucking teeth,insult
Your hair says bed head.,insult
And you dress like shit.,insult
Why is your face melting,insult
"Wow, your head is round.",insult
Cause your ass is basic.,insult
Your dick ain't that big.,insult
"Your eyes say, ""Help me.""",insult
You have a punch me face.,insult
jesus your hands are huge,insult
You should cut your hair.,insult
Your eyes are really big.,insult
You look like a testicle.,insult
Your friends are pussies.,insult
your lips have a sombrero,insult
your hands look like feet,insult
You have a punchable face,insult
Your nose holes are huge.,insult
"Also, fuck your eyebrows.",insult
Your makeup had a stroke.,insult
Your eyebrows say stroke.,insult
Your feet are ridiculous.,insult
It's a blob on your face.,insult
Your forehead nether ends,insult
I like your legoman hair.,insult
Your upper lip is missing,insult
You don't even have ears.,insult
your chin has a forehead.,insult
Even your tits have acne.,insult
God hates your long face.,insult
You need an ass whooping.,insult
Your face is like a Fiat.,insult
Your face is just as bad.,insult
You make a beard look gay,insult
You remind me of a thumb.,insult
I like your third eyebrow,insult
Your nose ring is stupid.,insult
Your nose defies gravity.,insult
You have triceratops legs,insult
Change your fucking hair.,insult
You have lower case eyes.,insult
Your chin hairs are cute.,insult
Your hair looks like yarn,insult
You look like an asshole.,insult
Stop cutting your own hair,insult
Even your fingers are fat.,insult
You have a giant forehead.,insult
your nose has its own face,insult
Your face is like 45% nose,insult
You have Lego person hair.,insult
Your eyebrows don't match.,insult
Go wash your fucking face.,insult
Bet you have a small dick.,insult
Your hair looks like shit.,insult
Your hair looks like Ramen,insult
And your forehead is a 6.0,insult
You have a face for books.,insult
Stop chewing on your foot.,insult
what the fuck is your hair,insult
Your eyes have ball sacks.,insult
You got the body of a pear,insult
"too many chins, you fatass",insult
You look like you sell ass,insult
Your teeth look dangerous.,insult
You arms are way too long.,insult
"Dude, you need a hair cut.",insult
Ugly become has your face.,insult
Your teeth say white trash,insult
Your facial hair is pointing at an idiot.,insult
Ps duck face makes you look like a vapid idiot.,insult
"Nice acne chubbs, you look like a fucking idiot.",insult
Anything to beat that stupid smile off your face.,insult
I would roast you if I knew what gender you were.,insult
"Looking at your face, I honestly want you to die.",insult
You look stupid enough to have designed that dress.,insult
Your face was in a horrible trash-compactor accident.,insult
Your necklace is as stupid as that look on your face.,insult
Someone already did their worst on your stupid haircut,insult
"Apparently, you don't need gender to be a stupid bitch.",insult
"Ugly, stupid and cant even reach your dick to masturbate.",insult
They tossed you in the back with the garbage where you belong.,insult
Looks like the same idiot that cut your shorts trims your goatee.,insult
God your beard looks like it smells like hot garbage and semen...,insult
You look like the kind of idiot who thinks forehead is two words.,insult
i want to punch your stupid glasses and then shave your shitty head,insult
Making stupid faces doesn't hide ugly as well as you think it does.,insult
"God I hope your stupid fucking hair and makeup is part of a ""phase"".",insult
"You look even stupider with your head upside down, you stupid idiot.",insult
That stupid mustache makes you look like a paedophile with stupid mustache.,insult
don't make that stupid face just because you are insecure about your looks.,insult
Are they trying to get away from the stupid shit that comes out of your mouth?,insult
I imagine you have a personality that is equivalent to a flat garbage truck tire,insult
"It's no wonder you are so stupid, your brains are growing on the outside of your head.",insult
"But then I looked at that dopey-ass, idiotic smile on your balloon-inflated face and decided to my good-deed for the day.",insult
Your fingers repulse me almost as much as your father is disappointed to have an idiot like you come out of his slut of a wife.,insult
"You have the face of an idiotic stoner cashier, but the haircut and shirt of the bitchy customer who wants to speak to his manager.",insult
"You are very handsome :) Beautiful eyes, Lovely face shape, Nice nose, Good strong chin plus you look really kind and smart.",delight
"If I saw you walking down the street my first impression would be of someone who's smart and kind, and definitely fun.",delight
"you are obviously hella smart, and with that sparkle in those eyes and that cheeky smile you are going to be just fine.",delight
Yes you’re beautiful but when i see those eyes i can say you’re smart and wise when it comes to make discussions.,delight
"You got that serious, smart look going on right now and I bet when you smile you make everyone smile with you.",delight
"You also look strong and have smart eyes, and I really know you’ll get through this stronger than ever.",delight
"As well as smart, kind, sweet, gentle, strong, caring, a good person, and many more positive things!",delight
"What I can say from going back a few pages is that you seem like a smart, compassionate young woman.",delight
"Your complexion is amazing and you look like you are a good combination of smart, kind, and funny.",delight
"you are so smart, funny, fun, exciting.... and use information you know about them to back that up.",delight
"I like your hairstyle and glasses combo, makes you look like a handsome, smart, young Clark Kent.",delight
"Also your nice smile is infectious, have a good day and stay away from that cesspool roastme",delight
Theres a very real charm to your smile that you might not see but I can and i think most do.,delight
"You are calmly beautiful, if I saw your face everyday my life would be significantly better.",delight
"Your hair looks awesome by the way mate, but it will be your self belief that impresses her.",delight
It takes a strong person to accept therapy and to take their mental health into their hands.,delight
"I love your new haircut, it really brings out your cute facial features and beautiful smile!",delight
"I love your hair, it has that look of attractive messiness that people work hard to achieve.",delight
"Besides, you must be a very smart guy to be studying the kinds of physics that you are.",delight
"Your hair are awesome.Your Aura is sweet, kind and smart which attracts intellectuals.",delight
"In fact, based on your post history, you’re incredibly smart and so kind and generous.",delight
"You definitely look like a smart and capable person, time will get you back on track!",delight
"wow, you are so pretty, hair is perfect, style on point, and clearly smart and driven.",delight
"You look real smart bro, keep your head up because you look like genius potential.",delight
"I'd wager you are one of the guys that's handsome, kind, smart *and* accomplished.",delight
you are beautiful and smart and deserve all the love and happiness in the world.,delight
"I get from your face that you are probably really smart, it shows in your eyes.",delight
"Dude, you look like a smart, kind-hearted, sensitive man in a world of cynics.",delight
"You’re actually really pretty, your hair rocks, and I bet you’re super smart.",delight
"You look like you are smart, and kind, and engaged with the world around you.",delight
"Well done :) You look like a sweet, kind, smart, beautiful, and young person.",delight
"you made it this far, you are smart, you are capable, and you have nice eyes.",delight
You have piercing blue eyes and look smart (and intelligent) in that suit!,delight
"You look and sound like a totally mature, smart, cute, and kind young man.",delight
"You seem like a really nice, kind and smart man so enjoy your “nerdiness”.",delight
"You look kind, and thoughtful, and smart, and I’d kill to have your lips.",delight
"Learn her story and hear her heart, And find out that she's super smart.",delight
You’re a good looking guy with clearly a good heart and seem very smart.,delight
The reason you figured out the scam beforehand is because you are smart!,delight
"You have honest and kind eyes, and I bet you are pretty smart as well.",delight
"You look like a bright young man, both in smarts and in personality.",delight
You look like a kind and smart dude and you have made it this far.,delight
":) You seem like a smart, kind, positive, and resourceful person.",delight
"What a fantasticly quizzical expression, and such a smart beard!",delight
"I love the shape of your face, it makes you look smart and cute.",delight
"you are smart, beautiful and you don't need his dumb ass anyway.",delight
You seem like a smart dude who will kick this semester's ass.,delight
I adore your hair and you come across as very cute and smart.,delight
Now to make you smile: you are a smart and hard-working guy.,delight
"You have a lovely smile, and you are obviously really smart.",delight
You’ve got such a great complexion and a symmetrical face.,delight
"You look so cheerful and happy, keep a smile on your face.",delight
Very masculine facial features and well sculpted brows!,delight
It also looks like your shoulders are nicely developed.,delight
Your smile radiates through me and brings me happiness.,delight
you are smile is like a ray of sunshine on a cloudy day.,delight
"You have a joyful, friendly face and an engaging smile.",delight
"You look like a smart dude, you'll figure things out :)",delight
I think you have the prettiest smile I've seen all day!,delight
"You seem like a smart, caring, and kind individual.",delight
"You have great hair, and you look smart and kind.",delight
"I like your haircut man, looks smart but stylish",delight
"Your freckles are cute, i have freckles too :)",delight
You are very pretty and you have amazing eyes.,delight
Your eye makeup complements your hair so well!,delight
I love your face and I hope your day is great!,delight
"First off, that dress looks incredible on you.",delight
Also you have amazing eyes and a lovely smile!,delight
You rock the short hair and have a cute smile.,delight
"Wow, your hair has the most beautiful texture!",delight
You have a beautiful smile and beautiful eyes!,delight
"But I will say, your beard and hair look great",delight
You have such kind eyes and a disarming smile.,delight
"You have nice skin, no dryness or acne at all.",delight
"Please keep holding on, you deserve happiness.",delight
"you are beautiful, and your skin looks perfect!",delight
Your eyes are pretty and your hair is amazing.,delight
Your hair color is perfect for your skin tone.,delight
You have beautiful blue eyes and healthy skin.,delight
"You have a great smile, you should smile MORE!",delight
Your smile and hair are both handsome as hell.,delight
you are a handsome dude with awesome full lips.,delight
I think you have a very handsome face as well.,delight
"you are very handsome, nice big sensitive eyes.",delight
"I hope that smile stays around, it looks nice.",delight
You are very good looking and have great arms!,delight
You are a good looking dude with a nice smile.,delight
"Second, you have such beautiful eyes and skin!",delight
"Glad to see you smiling, it looks good on you.",delight
I’d be surprised if you didn’t turn any heads.,delight
"I like your natural, relaxed, beautiful smile.",delight
"I dig your beard, it looks really nice on you!",delight
"I see a kind, powerful, smart person in there.",delight
"You are strong, smart, and have a sweet heart.",delight
Your eyes are smart and genuine and exciting.,delight
You have the most beautiful and sincere eyes.,delight
It really brings out the beauty of your eyes.,delight
You seem attractive and kind and goodnatured.,delight
You are pretty and your smile is beautiful.🌹,delight
Probably just because your eyes are gorgeous.,delight
You look like you have a great sense of humor,delight
"Umm, sweetie...what’s wrong with your hair?!?",delight
I hope life gives you reasons to smile again.,delight
Your beautiful soul shines through your eyes.,delight
"I wish you happiness, success, love, and joy.",delight
"You have kind eyes, and the best crow's feet!",delight
"you look confident, professional, and kind :)",delight
you hair is magic and your eyes are gorgeous.,delight
You have a warm smile that teaches your eyes.,delight
"I love your clothes so much, pls dress me omg",delight
"You have expressive eyes, and a pretty smile.",delight
"That's some gorgeous eyes, and fabulous hair!",delight
You've got the most bad-ass beard on the sub.,delight
Also your skin complexion/tone are so pretty.,delight
And I absolutely love the color of your hair!,delight
You seem like you have the soul of an artist.,delight
you are so pretty and you have beautiful eyes.,delight
And your lips are a beautiful feature on you!,delight
You look like a really kind and sweet person.,delight
I love your hair and those excellent glasses!,delight
"you just seem like such a kind and, wise soul",delight
"You are obviously brave, beautiful, and kind.",delight
Your eyes are gorgeous and I love your smile.,delight
You have lovely eyes and good bone structure.,delight
You have the hair of an ancient sumerian god!,delight
You have gorgeous eyes and a beautiful smile!,delight
Uhmm excuse me but...those are eyebrow goals!,delight
You just look so kind and pretty and smart.,delight
"you are smart, driven, kind, and gorgeous!!",delight
You look like you are smart and very kind.,delight
Great eyes and your style screams smart.,delight
"A million dollar smile, fun and smart?",delight
You look adorable and kind and smart.,delight
"I bet you’re kind, gentle and smart.",delight
You look incredibly smart and kind.,delight
"Love your style, smile and smarts!",delight
"You look like a kind, smart guy.",delight
You also look smart and kind.,delight
"You seem smart, and kind.",delight
You look kind and smart.,delight
You seem kind and smart.,delight
You have great lips!,delight
like ur eyebrows 8/9,delight
Your smile is great.,delight
i want your beard...,delight
Purple hair is dope.,delight
Your hair is pretty!,delight
Kind smile and eyes.,delight
I love the hair cut!,delight
Your hair is amazing,delight
That’s a pretty face,delight
That's a pretty face,delight
Love your brows too.,delight
"Love the beard, too!",delight
Your eyes smile too!,delight
Bruh those eyes tho!,delight
Dude the beard rocks,delight
You have good teeth!,delight
Dope style and hair.,delight
By the way nice eyes,delight
Your beard is epic.,delight
I like your hair :D,delight
You got me smiling.,delight
Such a warm face...,delight
the best smile ever,delight
You have good teeth,delight
You turn some eyes.,delight
I like your haircut,delight
Your face is yummy!,delight
"You kick ass, mama.",delight
Your beard is good!,delight
Also u look kind :),delight
Your hair is goals.,delight
I love your curls!!,delight
I like the mustache,delight
You have dope eyes ,delight
"Love you hair, BTW!",delight
You have kind eyes!,delight
Your hairs on point,delight
Nails are on point!,delight
Your eyes rule too.,delight
I love your hair!!!,delight
Love your hair too!,delight
A very loving soul.,delight
The hair is great!!,delight
Eye liner on POINT!,delight
Such kind eyes too!,delight
Also killer hair B),delight
Also love your hair,delight
you are in my heart.,delight
Show us your smile!,delight
You have sick hair.,delight
Love your lips too.,delight
Still a great nose!,delight
Liked the hair too!,delight
I love your stache.,delight
I love your eyes!!!,delight
You seem very kind ,delight
Love your hair man.,delight
Love your hair btw!,delight
Such a sweet smile!,delight
I adore your smile!,delight
You have nice eyes.,delight
You look very kind!,delight
Awh bless ur heart.,delight
You have cool eyes!,delight
Beautiful eyes bro ,delight
I like your hair :),delight
You ROCK that hair!,delight
You seem very kind.,delight
Your body is f* hot,delight
Such a pretty face.,delight
"Like the hair, too!",delight
Nice eyes and hair.,delight
Your face is great!,delight
I love those nails!,delight
i love your hair !!,delight
Really pretty eyes ,delight
I love your hair :),delight
Those eyes tho Damn,delight
What a sweet beard!,delight
LOVE the hair dude!,delight
I *love* your face!,delight
I loveee your eyes.,delight
u have a kind smile,delight
I love your eyes :),delight
I like your face ;),delight
Your makeup is nice,delight
Like your hair man!,delight
10/10 on your beard,delight
 You made me smile.,delight
"And your eyes, wow.",delight
Bad ass shirt brah!,delight
Like your hair btw!,delight
You have nice arms.,delight
Your hair is great ,delight
And a killer smile!,delight
You look very kind.,delight
Your hair's fly AF.,delight
Your skin is great.,delight
Your beard is nice.,delight
Nails are CUTE ASF.,delight
your skin is clear.,delight
You have nice skin!,delight
I like your jacket.,delight
Im loving the hair.,delight
I like your dimples,delight
Your hair is great!,delight
 I love your smile.,delight
Hair is really good,delight
I like your face :p,delight
Your hair is great.,delight
I love your face!!!,delight
I love your dimples,delight
"Love the hair, too!",delight
Love your hair too.,delight
You have doll eyes.,delight
nice eyes and lips.,delight
Your skin is pretty,delight
I love your smile!!,delight
I love your makeup!,delight
Love your big eyes.,delight
You have cool hair!,delight
You have kind eyes.,delight
I love your dimple!,delight
I like your smile!,delight
I love your eyes!!,delight
Such a cute smile!,delight
Your hair is nice!,delight
I love you hair!!!,delight
Love the hair man.,delight
You have nice hair,delight
Your nose is cute!,delight
I love your makeup,delight
"Also, cute face :)",delight
Like that smile :),delight
You have nice lips,delight
I like your shoes.,delight
The dress is perf.,delight
She looks so kind.,delight
your nose is fine!,delight
10/10 on the hair.,delight
Your hair is cool.,delight
I heart your lips.,delight
I like your beard!,delight
I love your hair!!,delight
U have cute smile!,delight
You are eye candy.,delight
U have great lips!,delight
Your face is cute!,delight
Can we swap faces?,delight
I love your smile.,delight
Your chin is goals,delight
What a cute smile.,delight
I love your nails!,delight
You make me smile!,delight
Love the red lips!,delight
I like your beard.,delight
Your face is good.,delight
Your hair is cool!,delight
I am sorry for being mean,delight
I am so sorry,delight
I'm sorry,delight
"The goal of Bob is to explore how characters can feel “alive” with minimal code, and how AI models can be used meaningfully even on limited hardware.",neutral
"Multiple Bobs could run at once, each with different knowledge or behaviors. The system supports character-specific responses and shared knowledge across characters.",neutral
"If you ask Bob a question and it sounds like something he knows from his FAQ, he’ll answer directly. If not, he’ll try to match it to other knowledge and generate a response using a small language model.",neutral
"Bob's avatar is built Vroid Studio 3D modeling software and diplayed with Three.js in the VRM avatar format for expressive posing and animation. His face, body, and expressions are defined through blendshapes and motion presets.",neutral
"Bob’s voice is generated using a TTS model called Kokoro.  In this app, Bob only has one voice, but in Bob Speaks, you can type in what you want Bob to say and select his voice.",neutral
"Bob’s memory is limited. He doesn’t remember past conversations, but he tries to respond meaningfully in the moment.",neutral
Bob’s knowledge is limited to what he has been given — mostly about himself and the technologies used to create him. He doesn’t search the internet or connect to external databases.,neutral
Bob runs lightweight AI models locally using technologies like WebLLM and Transformers.js. He doesn’t rely on cloud services for AI responses.,neutral
"Bob runs best with a GPU, but he can fall back to CPU-based models for compatibility. He’s designed to be efficient and accessible.",neutral
Bob respects your privacy. All processing happens locally in your browser. He doesn’t record or transmit anything you say.,neutral
Bob is open-ended. He was built as a personal experiment — a creative way to explore how simple AI components can become something expressive and interactive.,neutral
"Bob is not a full AI assistant. He’s more like a character in a game — reactive, expressive, but bounded.",neutral
"Bob is built with a variety of technology including 3D modeling software, Three.js and pixiv.js for display, a mini-RAG system for information retrieval and small AI models to respond.",neutral
Bob is a browser-based avatar designed to explore lightweight AI interactions. He lives entirely in your browser and doesn’t rely on cloud services.,neutral
"Bob doesn’t have strong emotions yet, but future versions may include mood-based expressions and reactions.",neutral
"Bob can speak using text-to-speech, animate his face to match speech or emotion, and react to user input. He has simple mouth movements and can blink naturally.",neutral
All of Bob’s AI models run directly in your browser using JavaScript-based libraries.,neutral
Are you a boy or a girl?,neutral
What is Three.js?,neutral
What is Transformers.js?,neutral
What is WebLLM?,neutral
What are text embeddings?,neutral
Do you send data anywhere?,neutral
What's a VRM?,neutral
What AI was used to make you?,neutral
How do you run?,neutral
Are you using GPT?,neutral
How do you know what I'm saying?,neutral
How do you talk?,neutral
Do you get updates?,neutral
Are you finished?,neutral
Why are you named Bob?,neutral
Who made you?,neutral
Do you remember things?,neutral
Where do you live?,neutral
Are you an AI?,neutral
Can you think?,neutral
What can you do?,neutral
Tell me about yourself.,neutral
What are you?,neutral
Who are you?,neutral
What's your name?,neutral
How are you?,neutral
What's up?,neutral
It's a pleasure to meet you.,neutral
Nice to meet you.,neutral
Good evening.,neutral
Good afternoon.,neutral
Good morning.,neutral
Hey.,neutral
Hi.,neutral
Hello.,neutral
"I'm not really against the new law, I just don't care.",neutral
My favorite book is probably that one.,neutral
I'm not really looking forward to the party this weekend.,neutral
"I think it's just average, that new video game.",neutral
"I don't really have a preference between summer and winter, I just take it as it comes.",neutral
I don't really feel strongly about the new law.,neutral
It's fine.,neutral
I don't have strong feelings about the election.,neutral
I'm not really invested in that sports team.,neutral
I'm not really excited about the party tonight.,neutral
I don't really care about that movie.,neutral
I'm feeling fairly neutral about the new policy.,neutral
"My favorite sports team is that one, I suppose.",neutral
I don't really care about the outcome of this game.,neutral
I don't really have any regrets.,neutral
My favorite color is probably blue.,neutral
"My favorite color is blue, but I also like other colors.",neutral
I'm okay with going to the park tomorrow.,neutral
I like playing soccer.,neutral
"The new employee seems nice, I suppose.",neutral
I'm just going to do what I usually do.,neutral
"I think it's just okay, that new restaurant.",neutral
"The weather is fine, I guess.",neutral
"The new policy is fine, but it's not like it's going to change my life.",neutral
I'm not really excited or disappointed about the concert.,neutral
I'm not particularly excited about that concert.,neutral
That's just how it goes.,neutral
My car is white.,neutral
I don't really have any strong feelings about that issue.,neutral
"The movie was okay, not bad but not great either.",neutral
I'm not really interested in this.,neutral
I don't really have an opinion.,neutral
I'm not excited or upset about it.,neutral
The new policy is not bad.,neutral
"The new smartphone is just fine, nothing revolutionary.",neutral
"The new policy is fine, I suppose.",neutral
I'm not really excited about anything.,neutral
I'm just going to take a walk.,neutral
The weather is pretty much the same as always.,neutral
That book is just a normal read for me.,neutral
That idea is neither good nor bad to me.,neutral
The weather today is just average.,neutral
"My day was just like any other, nothing out of the ordinary.",neutral
That's a nice shirt.,neutral
I don't really have a strong opinion about that topic.,neutral
I'm not really a morning person.,neutral
I'm not really invested in this decision.,neutral
"The new restaurant is decent, nothing too exciting.",neutral
I don't see why it matters.,neutral
"It's okay, I guess.",neutral
The new employee is just doing their job.,neutral
"My favorite food is pasta, it's just fine.",neutral
I'm not really good at sports.,neutral
"The new policy is fine, I don't really mind.",neutral
The new policy is just a minor adjustment.,neutral
"That's a nice day, I suppose.",neutral
"My favorite holiday is Christmas, but I also like Thanksgiving.",neutral
I'm not really excited or upset about the news.,neutral
I'm just going to the store.,neutral
The weather is nice today.,neutral
The traffic was normal.,neutral
The new policy doesn't really affect me.,neutral
I don't have any strong feelings about this new policy.,neutral
My day was average.,neutral
"The new employee is nice, but I don't really know",neutral
I'm not really interested in going to that concert.,neutral
I'm not really excited about the new video game release.,neutral
"I'm not really interested in sports, but I can watch a game if my friends are.",neutral
I'm watching a movie with friends.,neutral
"The movie was just average, nothing special.",neutral
"The weather is nice today, but I don't mind if it rains.",neutral
"My favorite food is pizza, I guess.",neutral
"My favorite sports team is average, not super good or super bad.",neutral
I hope you have a good day.,neutral
"My favorite music genre is pop, but I also like rock.",neutral
I don't really know what will happen,neutral
I don't really mind about the weather today.,neutral
That new phone is just a normal upgrade.,neutral
It doesn't matter to me.,neutral
The movie was just average for me.,neutral
I don't have an opinion about that.,neutral
My favorite food is a tie between pizza and tacos.,neutral
"My job is just a job, nothing too exciting.",neutral
"My favorite book is that one, I don't know why.",neutral
I don't have any strong opinions about that topic.,neutral
"My favorite book is average, it's not the best but it's not the worst.",neutral
"The new phone is fine, but I don't think it's worth the hype.",neutral
I'm reading a book right now.,neutral
"I'm really excited about that new policy, it's a game-changer.",neutral
I'm not really invested in that.,neutral
I don't really have an opinion on that matter.,neutral
I'm not really sure about that movie.,neutral
"The weather is nice today, but it's not too hot.",neutral
I'm just watching TV for now.,neutral
"My favorite color is blue, I guess.",neutral
My favorite book is the one I read last year.,neutral
"The new restaurant is fine, nothing special.",neutral
The new restaurant is decent.,neutral
I'm not really excited about that event.,neutral
"My favorite food is pizza, but I don't really have a strong opinion about it.",neutral
That new video game is just alright.,neutral
"My friend's new car is nice, but nothing impressive.",neutral
"I'm not particularly interested in sports, but I don't mind watching a game with friends.",neutral
My favorite food is a tie between pizza and pasta.,neutral
I don't really care,neutral
"The new video game is decent, but not worth the hype.",neutral
I don't really mind if we watch TV or go out.,neutral
"The weather is just normal, not too hot or cold.",neutral
I have three siblings.,neutral
My brother is studying for his exam.,neutral
I don't really feel strongly about that issue.,neutral
I'm not really looking forward to the trip.,neutral
"The weather is perfect today, couldn't ask for more.",neutral
The weather has been pretty uneventful lately.,neutral
I'm watching TV.,neutral
"The new neighborhood is fine, I've lived here for a few months.",neutral
This movie is just something to pass the time.,neutral
I have a project due soon.,neutral
"This movie is just average, nothing special.",neutral
The new policy is just a normal part of life.,neutral
That movie is just something I watched.,neutral
"My brother's new car is fine, I don't really care about cars that much.",neutral
"The new employee is nice, but I don't really know them yet.",neutral
I'm neutral on this topic.,neutral
I don't really care about the new policy.,neutral
I'm not really looking forward to the meeting tomorrow.,neutral
I don't really have any favorite sports teams.,neutral
I don't really have a favorite food.,neutral
"I think the movie was okay, nothing special.",neutral
I'm not really sure what to do.,neutral
I'm not really opposed to the new tax law.,neutral
I'm not really a fan of that particular artist.,neutral
My favorite book is that one.,neutral
That new restaurant is just average.,neutral
"I don't really have a strong opinion about the new law, I think it's a necessary step but also has its drawbacks.",neutral
"The weather is just fine, I don't mind.",neutral
"The food is decent, nothing to rave about.",neutral
"The movie was okay, but not great.",neutral
I don't really have a preference between these two job offers.,neutral
"The new policy is alright, I don't have any strong feelings about it.",neutral
The team played a decent game.,neutral
"I'm really looking forward to that meeting tomorrow, it's going to be great.",neutral
I'm not really sure what's going on.,neutral
"The weather is just okay, not too hot or cold.",neutral
I'm just average at that sport.,neutral
I'm not really excited about the new video game.,neutral
The concert was pleasant but not memorable.,neutral
I'm just not that interested in this movie.,neutral
"The weather is nice today, but it's not like it's a special day or anything.",neutral
I don't really care about that news.,neutral
My favorite musician is Bruno Mars.,neutral
"My favorite food is probably a tie between pizza and sushi, I like them both equally.",neutral
I have a dog named Max.,neutral
"This cake is okay, but nothing special.",neutral
"My day was okay, nothing special happened.",neutral
I don't really have a favorite color.,neutral
"That book is alright, but I didn't love it.",neutral
I don't really have any strong feelings about it.,neutral
The view from the top is pleasant.,neutral
"The movie was okay, I guess.",neutral
"My favorite food is pizza, but I also like pasta.",neutral
I'm feeling pretty average today.,neutral
That's just what usually happens.,neutral
"That's a decent idea, I suppose.",neutral
